Name	Description
ENSG00000166340.10	TPP1
ENSG00000158042.8	MRPL17
ENSG00000175390.8	EIF3F
ENSG00000166441.8	RPL27A
ENSG00000175348.6	TMEM9B
ENSG00000184014.3	DENND5A
ENSG00000205339.5	IPO7
ENSG00000133789.10	SWAP70
ENSG00000148926.5	ADM
ENSG00000133800.4	LYVE1
ENSG00000072952.14	MRVI1
ENSG00000110321.11	EIF4G2
ENSG00000170242.13	USP47
ENSG00000050165.13	DKK3
ENSG00000254680.1	RP11-265D17.2
ENSG00000197702.7	PARVA
ENSG00000187079.10	TEAD1
ENSG00000197601.8	FAR1
ENSG00000129083.8	COPB1
ENSG00000129084.13	PSMA1
ENSG00000110696.5	C11orf58
ENSG00000110700.2	RPS13
ENSG00000134339.4	SAA2
ENSG00000173432.6	SAA1
ENSG00000134333.9	LDHA
ENSG00000074319.8	TSG101
ENSG00000129170.4	CSRP3
ENSG00000109854.9	HTATIP2
ENSG00000176971.2	FIBIN
ENSG00000049449.4	RCN1
ENSG00000149100.8	EIF3M
ENSG00000110422.7	HIPK3
ENSG00000085063.10	CD59
ENSG00000135387.15	CAPRIN1
ENSG00000121691.4	CAT
ENSG00000026508.12	CD44
ENSG00000110436.7	SLC1A2
ENSG00000110442.7	COMMD9
ENSG00000166181.8	API5
ENSG00000052841.10	TTC17
ENSG00000149084.7	HSD17B12
ENSG00000187479.4	C11orf96
ENSG00000151348.9	EXT2
ENSG00000085117.7	CD82
ENSG00000175274.14	TP53I11
ENSG00000121671.7	CRY2
ENSG00000121653.7	MAPK8IP1
ENSG00000149091.11	DGKZ
ENSG00000110492.11	MDK
ENSG00000175224.12	ATG13
ENSG00000175220.7	ARHGAP1
ENSG00000175216.10	CKAP5
ENSG00000149182.10	ARFGAP2
ENSG00000165912.11	PACSIN3
ENSG00000134574.7	DDB2
ENSG00000110514.14	MADD
ENSG00000134571.6	MYBPC3
ENSG00000066336.7	SPI1
ENSG00000165915.9	SLC39A13
ENSG00000165916.4	PSMC3
ENSG00000149187.13	CELF1
ENSG00000213619.5	NDUFS3
ENSG00000109919.5	MTCH2
ENSG00000109920.8	FNBP4
ENSG00000149115.9	TNKS1BP1
ENSG00000149136.3	SSRP1
ENSG00000134802.13	SLC43A3
ENSG00000134809.4	TIMM10
ENSG00000156587.11	UBE2L6
ENSG00000149131.11	SERPING1
ENSG00000156599.6	ZDHHC5
ENSG00000213593.5	TMX2
ENSG00000211450.5	C11orf31
ENSG00000198561.8	CTNND1
ENSG00000186660.14	ZFP91
ENSG00000110048.7	OSBP
ENSG00000166889.13	PATL1
ENSG00000166902.4	MRPL16
ENSG00000134812.3	GIF
ENSG00000110107.4	PRPF19
ENSG00000110108.5	TMEM109
ENSG00000110446.5	SLC15A3
ENSG00000167987.6	VPS37C
ENSG00000229859.4	PGA3
ENSG00000167986.9	DDB1
ENSG00000149532.11	CPSF7
ENSG00000134825.9	TMEM258
ENSG00000134824.9	FADS2
ENSG00000221968.4	FADS3
ENSG00000167996.11	FTH1
ENSG00000124935.3	SCGB1D2
ENSG00000110484.6	SCGB2A2
ENSG00000149021.2	SCGB1A1
ENSG00000124942.9	AHNAK
ENSG00000254772.5	EEF1G
ENSG00000149480.2	MTA2
ENSG00000149499.7	EML3
ENSG00000149541.5	B3GAT3
ENSG00000089597.12	GANAB
ENSG00000162191.9	UBXN1
ENSG00000168000.10	BSCL2
ENSG00000214753.2	HNRNPUL2
ENSG00000168002.7	POLR2G
ENSG00000185475.4	TMEM179B
ENSG00000162231.9	NXF1
ENSG00000162236.7	STX5
ENSG00000255717.2	SNHG1
ENSG00000168003.12	SLC3A2
ENSG00000133321.6	RARRES3
ENSG00000176485.6	PLA2G16
ENSG00000184743.8	ATL3
ENSG00000133318.9	RTN3
ENSG00000176340.3	COX8A
ENSG00000167770.7	OTUB1
ENSG00000133315.6	MACROD1
ENSG00000168439.12	STIP1
ENSG00000149781.8	FERMT3
ENSG00000149743.9	TRPT1
ENSG00000149761.4	NUDT22
ENSG00000110011.9	DNAJC4
ENSG00000173511.5	VEGFB
ENSG00000173486.8	FKBP2
ENSG00000173457.6	PPP1R14B
ENSG00000002330.9	BAD
ENSG00000173153.9	ESRRA
ENSG00000173113.2	TRMT112
ENSG00000126432.9	PRDX5
ENSG00000162302.8	RPS6KA4
ENSG00000068976.9	PYGM
ENSG00000168066.16	SF1
ENSG00000110047.13	EHD1
ENSG00000068971.9	PPP2R5B
ENSG00000213465.3	ARL2
ENSG00000110025.8	SNX15
ENSG00000162300.7	ZFPL1
ENSG00000149823.3	VPS51
ENSG00000149809.10	TM7SF2
ENSG00000149806.6	FAU
ENSG00000149792.4	MRPL49
ENSG00000162298.12	SYVN1
ENSG00000014216.11	CAPN1
ENSG00000133884.5	DPF2
ENSG00000126391.9	FRMD8
ENSG00000245532.4	NEAT1
ENSG00000251562.3	MALAT1
ENSG00000142186.12	SCYL1
ENSG00000168056.10	LTBP3
ENSG00000173465.3	SSSCA1
ENSG00000176973.7	FAM89B
ENSG00000173442.7	EHBP1L1
ENSG00000173327.3	MAP3K11
ENSG00000213445.4	SIPA1
ENSG00000173039.14	RELA
ENSG00000172977.8	KAT5
ENSG00000172922.4	RNASEH2C
ENSG00000172757.8	CFL1
ENSG00000172732.7	MUS81
ENSG00000172638.8	EFEMP2
ENSG00000172500.8	FIBP
ENSG00000175602.2	CCDC85B
ENSG00000175573.6	C11orf68
ENSG00000175550.3	DRAP1
ENSG00000175467.10	SART1
ENSG00000175334.3	BANF1
ENSG00000175315.2	CST6
ENSG00000087365.10	SF3B2
ENSG00000175115.7	PACS1
ENSG00000174996.7	KLC2
ENSG00000174903.10	RAB1B
ENSG00000174851.10	YIF1A
ENSG00000174807.3	CD248
ENSG00000174744.9	BRMS1
ENSG00000174684.6	B3GNT1
ENSG00000174080.6	CTSF
ENSG00000173992.4	CCS
ENSG00000239306.4	RBM14
ENSG00000173933.15	RBM4
ENSG00000173156.2	RHOD
ENSG00000173120.10	KDM2A
ENSG00000173020.6	ADRBK1
ENSG00000172932.10	ANKRD13D
ENSG00000172830.8	SSH3
ENSG00000175482.4	POLD4
ENSG00000172531.10	PPP1CA
ENSG00000175634.10	RPS6KB2
ENSG00000213402.2	PTPRCAP
ENSG00000172725.9	CORO1B
ENSG00000172663.4	TMEM134
ENSG00000110711.5	AIP
ENSG00000167797.3	CDK2AP2
ENSG00000084207.11	GSTP1
ENSG00000167792.7	NDUFV1
ENSG00000110717.6	NDUFS8
ENSG00000110719.5	TCIRG1
ENSG00000162337.7	LRP5
ENSG00000110075.10	PPP6R3
ENSG00000110090.8	CPT1A
ENSG00000172935.8	MRGPRF
ENSG00000110092.3	CCND1
ENSG00000085733.11	CTTN
ENSG00000137497.13	NUMA1
ENSG00000149357.5	LAMTOR1
ENSG00000165458.9	INPPL1
ENSG00000186642.11	PDE2A
ENSG00000186635.10	ARAP1
ENSG00000214530.3	STARD10
ENSG00000168010.6	ATG16L2
ENSG00000110237.3	ARHGEF17
ENSG00000021300.9	PLEKHB1
ENSG00000175582.15	RAB6A
ENSG00000175567.4	UCP2
ENSG00000214517.4	PPME1
ENSG00000118363.7	SPCS2
ENSG00000149273.10	RPS3
ENSG00000149257.9	SERPINH1
ENSG00000062282.10	DGAT2
ENSG00000137507.7	LRRC32
ENSG00000182704.6	TSKU
ENSG00000149269.5	PAK1
ENSG00000074201.4	CLNS1A
ENSG00000151365.2	THRSP
ENSG00000151366.8	NDUFC2
ENSG00000227097.4	RP11-742N3.1
ENSG00000137509.6	PRCP
ENSG00000171202.2	TMEM126A
ENSG00000137504.9	CREBZF
ENSG00000073921.13	PICALM
ENSG00000150687.7	PRSS23
ENSG00000174804.3	FZD4
ENSG00000166012.10	TAF1D
ENSG00000166025.13	AMOTL1
ENSG00000150316.7	CWC15
ENSG00000149218.4	ENDOD1
ENSG00000137693.9	YAP1
ENSG00000152558.10	TMEM123
ENSG00000149968.7	MMP3
ENSG00000196954.8	CASP4
ENSG00000170290.3	SLN
ENSG00000075239.9	ACAT1
ENSG00000137710.10	RDX
ENSG00000109846.3	CRYAB
ENSG00000150779.7	TIMM8B
ENSG00000204370.4	SDHD
ENSG00000150782.7	IL18
ENSG00000109906.9	ZBTB16
ENSG00000166741.3	NNMT
ENSG00000076043.5	REXO2
ENSG00000109917.6	ZNF259
ENSG00000110244.5	APOA4
ENSG00000110245.7	APOC3
ENSG00000118137.5	APOA1
ENSG00000149577.11	SIDT2
ENSG00000149591.12	TAGLN
ENSG00000160613.8	PCSK7
ENSG00000137726.11	FXYD6
ENSG00000149573.4	MPZL2
ENSG00000167283.3	ATP5L
ENSG00000095139.9	ARCN1
ENSG00000019144.12	PHLDB1
ENSG00000110367.7	DDX6
ENSG00000186166.4	CCDC84
ENSG00000118181.6	RPS25
ENSG00000196655.5	TRAPPC4
ENSG00000149428.14	HYOU1
ENSG00000160695.10	VPS11
ENSG00000188486.3	H2AFX
ENSG00000076706.10	MCAM
ENSG00000223953.3	C1QTNF5
ENSG00000154096.9	THY1
ENSG00000137699.12	TRIM29
ENSG00000184232.4	OAF
ENSG00000196914.4	ARHGEF12
ENSG00000109971.9	HSPA8
ENSG00000154144.8	TBRG1
ENSG00000154146.8	NRGN
ENSG00000149564.7	ESAM
ENSG00000149557.8	FEZ1
ENSG00000149547.10	EI24
ENSG00000134910.8	STT3A
ENSG00000182934.7	SRPR
ENSG00000134954.10	ETS1
ENSG00000084234.12	APLP2
ENSG00000149418.6	ST14
ENSG00000120451.6	SNX19
ENSG00000166086.8	JAM3
ENSG00000151502.6	VPS26B
ENSG00000151500.10	THYN1
ENSG00000226210.3	ABC7-42389800N19.1
ENSG00000060237.12	WNK1
ENSG00000006831.9	ADIPOR2
ENSG00000004478.5	FKBP4
ENSG00000078246.11	TULP3
ENSG00000011105.7	TSPAN9
ENSG00000118971.3	CCND2
ENSG00000139180.6	NDUFA9
ENSG00000110799.9	VWF
ENSG00000010278.7	CD9
ENSG00000067182.3	TNFRSF1A
ENSG00000111319.8	SCNN1A
ENSG00000111321.6	LTBR
ENSG00000215039.2	CD27-AS1
ENSG00000139190.12	VAMP1
ENSG00000111639.3	MRPL51
ENSG00000111640.10	GAPDH
ENSG00000010295.15	IFFO1
ENSG00000111642.10	CHD4
ENSG00000111653.15	ING4
ENSG00000126746.13	ZNF384
ENSG00000111652.5	COPS7A
ENSG00000089693.6	MLF2
ENSG00000159335.11	PTMS
ENSG00000110811.15	LEPREL2
ENSG00000111667.9	USP5
ENSG00000111669.10	TPI1
ENSG00000111674.4	ENO2
ENSG00000111676.10	ATN1
ENSG00000111678.6	C12orf57
ENSG00000111679.12	PTPN6
ENSG00000215021.4	PHB2
ENSG00000111684.6	LPCAT3
ENSG00000182326.10	C1S
ENSG00000159403.11	C1R
ENSG00000139178.6	C1RL
ENSG00000139182.9	CLSTN3
ENSG00000139197.6	PEX5
ENSG00000177575.8	CD163
ENSG00000059804.11	SLC2A3
ENSG00000089818.12	NECAP1
ENSG00000197614.6	MFAP5
ENSG00000166535.15	A2ML1
ENSG00000003056.3	M6PR
ENSG00000175899.10	A2M
ENSG00000139112.6	GABARAPL1
ENSG00000060138.8	YBX3
ENSG00000111269.2	CREBL2
ENSG00000111276.6	CDKN1B
ENSG00000178878.8	APOLD1
ENSG00000013583.4	HEBP1
ENSG00000134531.5	EMP1
ENSG00000121316.6	PLBD1
ENSG00000246705.3	H2AFJ
ENSG00000084463.3	WBP11
ENSG00000111341.5	MGP
ENSG00000111348.4	ARHGDIB
ENSG00000151491.8	EPS8
ENSG00000023734.6	STRAP
ENSG00000008394.8	MGST1
ENSG00000111716.8	LDHB
ENSG00000111726.8	CMAS
ENSG00000111790.9	FGFR1OP2
ENSG00000064115.6	TM7SF3
ENSG00000211455.3	STK38L
ENSG00000061794.8	MRPS35
ENSG00000087470.13	DNM1L
ENSG00000139168.3	ZCRB1
ENSG00000177119.11	ANO6
ENSG00000111371.11	SLC38A1
ENSG00000134294.9	SLC38A2
ENSG00000211584.9	SLC48A1
ENSG00000061273.13	HDAC7
ENSG00000134291.7	TMEM106C
ENSG00000152556.11	PFKM
ENSG00000174233.7	ADCY6
ENSG00000174243.5	DDX23
ENSG00000134287.5	ARF3
ENSG00000181418.7	DDN
ENSG00000181929.7	PRKAG1
ENSG00000139636.11	LMBR1L
ENSG00000123416.11	TUBA1B
ENSG00000167552.9	TUBA1A
ENSG00000167553.10	TUBA1C
ENSG00000187778.9	MCRS1
ENSG00000139644.8	TMBIM6
ENSG00000135472.4	FAIM2
ENSG00000161798.6	AQP5
ENSG00000066117.10	SMARCD1
ENSG00000167588.8	GPD1
ENSG00000178449.4	COX14
ENSG00000050405.9	LIMA1
ENSG00000185432.10	METTL7A
ENSG00000050426.11	LETMD1
ENSG00000183283.11	DAZAP2
ENSG00000139567.8	ACVRL1
ENSG00000161835.6	GRASP
ENSG00000123358.15	NR4A1
ENSG00000167767.9	KRT80
ENSG00000135480.10	KRT7
ENSG00000185479.5	KRT6B
ENSG00000170465.9	KRT6C
ENSG00000205420.6	KRT6A
ENSG00000186081.7	KRT5
ENSG00000172867.3	KRT2
ENSG00000167768.4	KRT1
ENSG00000170477.8	KRT4
ENSG00000170423.8	KRT78
ENSG00000170421.7	KRT8
ENSG00000111057.6	KRT18
ENSG00000063046.13	EIF4B
ENSG00000111077.13	TENC1
ENSG00000167778.4	SPRYD3
ENSG00000167779.3	IGFBP6
ENSG00000139631.14	CSAD
ENSG00000172819.12	RARG
ENSG00000123349.9	PFDN5
ENSG00000139637.9	C12orf10
ENSG00000094914.8	AAAS
ENSG00000185591.5	SP1
ENSG00000205352.6	PRR13
ENSG00000197111.11	PCBP2
ENSG00000139625.8	MAP3K12
ENSG00000135390.13	ATP5G2
ENSG00000012822.11	CALCOCO1
ENSG00000135486.13	HNRNPA1
ENSG00000111481.5	COPZ1
ENSG00000161642.13	ZNF385A
ENSG00000161638.6	ITGA5
ENSG00000135447.12	PPP1R1A
ENSG00000161634.7	DCD
ENSG00000172551.6	MUCL1
ENSG00000135424.11	ITGA7
ENSG00000135441.3	BLOC1S1
ENSG00000135404.7	CD63
ENSG00000205323.4	SARNP
ENSG00000182796.8	TMEM198B
ENSG00000065357.15	DGKA
ENSG00000111540.11	RAB5B
ENSG00000197728.5	RPS26
ENSG00000170515.9	PA2G4
ENSG00000229117.4	RPL41
ENSG00000139641.8	ESYT1
ENSG00000196465.6	MYL6B
ENSG00000092841.14	MYL6
ENSG00000139613.7	SMARCC2
ENSG00000181852.13	RNF41
ENSG00000139579.8	NABP2
ENSG00000062485.14	CS
ENSG00000257727.1	CNPY2
ENSG00000135473.10	PAN2
ENSG00000170581.9	STAT2
ENSG00000076108.7	BAZ2A
ENSG00000110955.4	ATP5B
ENSG00000110958.11	PTGES3
ENSG00000196531.6	NACA
ENSG00000166886.8	NAB2
ENSG00000166888.6	STAT6
ENSG00000123384.9	LRP1
ENSG00000182199.6	SHMT2
ENSG00000185633.6	NDUFA4L2
ENSG00000185482.3	STAC3
ENSG00000179912.15	R3HDM2
ENSG00000166986.8	MARS
ENSG00000175197.6	DDIT3
ENSG00000166987.10	MBD6
ENSG00000175203.11	DCTN2
ENSG00000155980.7	KIF5A
ENSG00000166908.13	PIP4K2C
ENSG00000178498.11	DTX3
ENSG00000240771.2	ARHGEF25
ENSG00000135506.11	OS9
ENSG00000135446.12	CDK4
ENSG00000175215.5	CTDSP2
ENSG00000153179.7	RASSF3
ENSG00000135677.6	GNS
ENSG00000174099.6	MSRB3
ENSG00000155957.12	TMBIM4
ENSG00000127314.13	RAP1B
ENSG00000111605.12	CPSF6
ENSG00000090382.2	LYZ
ENSG00000166226.8	CCT2
ENSG00000127324.4	TSPAN8
ENSG00000080371.4	RAB21
ENSG00000253719.2	ATXN7L3B
ENSG00000187109.9	NAP1L1
ENSG00000175183.5	CSRP2
ENSG00000058272.11	PPP1R12A
ENSG00000139329.4	LUM
ENSG00000011465.12	DCN
ENSG00000133639.3	BTG1
ENSG00000177889.5	UBE2N
ENSG00000184752.8	NDUFA12
ENSG00000111142.9	METAP2
ENSG00000074527.7	NTN4
ENSG00000111144.5	LTA4H
ENSG00000075415.8	SLC25A3
ENSG00000120805.9	ARL1
ENSG00000196091.8	MYBPC1
ENSG00000120860.6	CCDC53
ENSG00000166598.8	HSP90B1
ENSG00000120837.3	NFYB
ENSG00000198431.11	TXNRD1
ENSG00000136044.7	APPL2
ENSG00000235162.4	C12orf75
ENSG00000136026.9	CKAP4
ENSG00000136045.7	PWP1
ENSG00000136003.11	ISCU
ENSG00000110876.8	SELPLG
ENSG00000110880.6	CORO1C
ENSG00000076248.6	UNG
ENSG00000076555.11	ACACB
ENSG00000110906.8	KCTD10
ENSG00000139433.5	GLTP
ENSG00000076513.12	ANKRD13A
ENSG00000174437.12	ATP2A2
ENSG00000111229.11	ARPC3
ENSG00000111237.14	VPS29
ENSG00000186298.7	PPP1CC
ENSG00000111245.10	MYL2
ENSG00000111275.8	ALDH2
ENSG00000089248.6	ERP29
ENSG00000135148.7	TRAFD1
ENSG00000089009.11	RPL6
ENSG00000179295.11	PTPN11
ENSG00000123064.8	DDX54
ENSG00000186815.8	TPCN1
ENSG00000135111.10	TBX3
ENSG00000176871.4	WSB2
ENSG00000089220.4	PEBP1
ENSG00000240342.2	RPS2P5
ENSG00000152137.2	HSPB8
ENSG00000111737.7	RAB35
ENSG00000089154.6	GCN1L1
ENSG00000089157.11	RPLP0
ENSG00000089159.11	PXN
ENSG00000170890.9	PLA2G1B
ENSG00000111775.2	COX6A1
ENSG00000111786.4	SRSF9
ENSG00000088986.6	DYNLL1
ENSG00000110871.10	COQ5
ENSG00000022840.11	RNF10
ENSG00000110917.3	MLEC
ENSG00000122971.4	ACADS
ENSG00000157837.11	SPPL3
ENSG00000110931.14	CAMKK2
ENSG00000089053.8	ANAPC5
ENSG00000175727.9	MLXIP
ENSG00000130779.15	CLIP1
ENSG00000111011.13	RSRC2
ENSG00000139726.6	DENR
ENSG00000130787.9	HIP1R
ENSG00000182196.9	ARL6IP4
ENSG00000111328.2	CDK2AP1
ENSG00000183955.8	SETD8
ENSG00000150977.9	RILPL2
ENSG00000086598.6	TMED2
ENSG00000111361.8	EIF2B1
ENSG00000119242.4	CCDC92
ENSG00000179195.11	ZNF664
ENSG00000196498.9	NCOR2
ENSG00000073060.11	SCARB1
ENSG00000150991.10	UBC
ENSG00000132341.7	RAN
ENSG00000177169.5	ULK1
ENSG00000196199.9	MPHOSPH8
ENSG00000165474.5	GJB2
ENSG00000165475.9	CRYL1
ENSG00000150459.8	SAP18
ENSG00000173141.4	MRP63
ENSG00000152484.9	USP12
ENSG00000122026.6	RPL21
ENSG00000122034.8	GTF3A
ENSG00000122033.10	MTIF3
ENSG00000186184.11	POLR1D
ENSG00000132963.7	POMP
ENSG00000122042.9	UBL3
ENSG00000189403.10	HMGB1
ENSG00000132965.5	ALOX5AP
ENSG00000102802.5	MEDAG
ENSG00000120694.15	HSPH1
ENSG00000244754.4	N4BP2L2
ENSG00000133104.8	SPG20
ENSG00000133110.10	POSTN
ENSG00000120686.7	UFM1
ENSG00000183722.7	LHFP
ENSG00000150907.6	FOXO1
ENSG00000120690.9	ELF1
ENSG00000102760.12	RGCC
ENSG00000102804.10	TSC22D1
ENSG00000133112.12	TPT1
ENSG00000136167.9	LCP1
ENSG00000139684.9	ESD
ENSG00000136143.9	SUCLA2
ENSG00000136146.10	MED4
ENSG00000136156.8	ITM2B
ENSG00000123179.9	EBPL
ENSG00000102753.5	KPNA3
ENSG00000136100.8	VPS36
ENSG00000102837.6	OLFM4
ENSG00000102554.9	KLF5
ENSG00000188243.8	COMMD6
ENSG00000178695.4	KCTD12
ENSG00000005812.6	FBXL3
ENSG00000136155.12	SCEL
ENSG00000136158.6	SPRY2
ENSG00000139793.14	MBNL2
ENSG00000065150.14	IPO5
ENSG00000102572.10	STK24
ENSG00000125304.8	TM9SF2
ENSG00000134884.9	ARGLU1
ENSG00000187498.10	COL4A1
ENSG00000134871.13	COL4A2
ENSG00000139832.3	RAB20
ENSG00000213995.7	CARKD
ENSG00000088448.10	ANKRD10
ENSG00000139842.10	CUL4A
ENSG00000185896.9	LAMP1
ENSG00000150403.13	TMCO3
ENSG00000198176.8	TFDP1
ENSG00000186009.4	ATP4B
ENSG00000183087.10	GAS6
ENSG00000185989.9	RASA3
ENSG00000130177.10	CDC16
ENSG00000169062.10	UPF3A
ENSG00000100823.7	APEX1
ENSG00000165782.6	TMEM55B
ENSG00000198805.7	PNP
ENSG00000258818.2	RNASE4
ENSG00000214274.5	ANG
ENSG00000129538.9	RNASE1
ENSG00000165792.13	METTL17
ENSG00000165795.16	NDRG2
ENSG00000165801.5	ARHGEF40
ENSG00000165804.11	ZNF219
ENSG00000092199.13	HNRNPC
ENSG00000092201.5	SUPT16H
ENSG00000092203.9	TOX4
ENSG00000165819.7	METTL3
ENSG00000229164.5	TRAC
ENSG00000129562.6	DAD1
ENSG00000100439.6	ABHD4
ENSG00000155463.8	OXA1L
ENSG00000172590.14	MRPL52
ENSG00000157227.8	MMP14
ENSG00000197324.4	LRP10
ENSG00000100461.13	RBM23
ENSG00000100462.11	PRMT5
ENSG00000092036.12	HAUS4
ENSG00000100804.14	PSMB5
ENSG00000100813.10	ACIN1
ENSG00000092068.14	SLC7A8
ENSG00000129473.5	BCL2L2
ENSG00000100836.6	PABPN1
ENSG00000092096.10	SLC22A17
ENSG00000100842.8	EFS
ENSG00000197616.7	MYH6
ENSG00000092054.12	MYH7
ENSG00000213983.7	AP1G2
ENSG00000100897.13	DCAF11
ENSG00000092010.10	PSME1
ENSG00000100911.9	PSME2
ENSG00000092098.12	RNF31
ENSG00000213928.4	IRF9
ENSG00000100926.10	TM9SF1
ENSG00000254505.4	CHMP4A
ENSG00000129559.8	NEDD8
ENSG00000100938.13	GMPR2
ENSG00000092330.11	TINF2
ENSG00000092295.7	TGM1
ENSG00000100949.10	RABGGTA
ENSG00000157379.9	DHRS1
ENSG00000100968.9	NFATC4
ENSG00000139899.6	CBLN3
ENSG00000100441.5	KHNYN
ENSG00000100445.12	SDR39U1
ENSG00000092148.8	HECTD1
ENSG00000165389.6	SPTSSA
ENSG00000129518.4	EAPP
ENSG00000129515.14	SNX6
ENSG00000165410.10	CFL2
ENSG00000100883.7	SRP54
ENSG00000100902.6	PSMA6
ENSG00000100906.6	NFKBIA
ENSG00000176435.6	CLEC14A
ENSG00000100934.10	SEC23A
ENSG00000100941.4	PNN
ENSG00000185246.13	PRPF39
ENSG00000100442.6	FKBP3
ENSG00000213741.4	RPS29
ENSG00000258486.2	RN7SL1
ENSG00000165502.6	RPL36AL
ENSG00000165516.6	KLHDC2
ENSG00000265150.1	RN7SL2
ENSG00000165527.5	ARF6
ENSG00000012983.7	MAP4K5
ENSG00000100504.12	PYGL
ENSG00000087302.4	C14orf166
ENSG00000197930.8	ERO1L
ENSG00000073712.9	FERMT2
ENSG00000100528.7	CNIH1
ENSG00000131981.11	LGALS3
ENSG00000126777.13	KTN1
ENSG00000131966.9	ACTR10
ENSG00000100567.8	PSMA3
ENSG00000100575.9	TIMM9
ENSG00000050130.13	JKAMP
ENSG00000139970.12	RTN1
ENSG00000100612.9	DHRS7
ENSG00000100644.12	HIF1A
ENSG00000126803.8	HSPA2
ENSG00000258289.3	CHURC1
ENSG00000176153.10	GPX2
ENSG00000125952.14	MAX
ENSG00000100554.7	ATP6V1D
ENSG00000100568.6	VTI1B
ENSG00000072042.8	RDH11
ENSG00000185650.8	ZFP36L1
ENSG00000072110.9	ACTN1
ENSG00000139990.13	DCAF5
ENSG00000100632.6	ERH
ENSG00000100647.7	KIAA0247
ENSG00000100650.11	SRSF5
ENSG00000133983.10	COX16
ENSG00000119707.9	RBM25
ENSG00000133961.15	NUMB
ENSG00000176903.3	PNMA1
ENSG00000119655.4	NPC2
ENSG00000119681.7	LTBP2
ENSG00000119689.10	DLST
ENSG00000119718.6	EIF2B2
ENSG00000119638.8	NEK9
ENSG00000170348.4	TMED10
ENSG00000170345.5	FOS
ENSG00000133935.6	C14orf1
ENSG00000119669.3	IRF2BPL
ENSG00000198894.3	KIAA1737
ENSG00000100591.3	AHSA1
ENSG00000119705.5	SLIRP
ENSG00000100603.9	SNW1
ENSG00000071537.9	SEL1L
ENSG00000053254.11	FOXN3
ENSG00000100764.9	PSMC1
ENSG00000198668.6	CALM1
ENSG00000100796.13	SMEK1
ENSG00000140092.10	FBLN5
ENSG00000183648.5	NDUFB1
ENSG00000100600.10	LGMN
ENSG00000066455.8	GOLGA5
ENSG00000100604.8	CHGA
ENSG00000100605.12	ITPK1
ENSG00000165943.4	MOAP1
ENSG00000089737.11	DDX24
ENSG00000165949.8	IFI27
ENSG00000119632.3	IFI27L2
ENSG00000197249.8	SERPINA1
ENSG00000165953.5	SERPINA12
ENSG00000188488.9	SERPINA5
ENSG00000196136.12	SERPINA3
ENSG00000182512.4	GLRX5
ENSG00000090060.13	PAPOLA
ENSG00000232573.1	RPL3P4
ENSG00000183576.8	SETD3
ENSG00000090061.13	CCNK
ENSG00000196405.8	EVL
ENSG00000100811.6	YY1
ENSG00000197119.8	SLC25A29
ENSG00000140105.13	WARS
ENSG00000185559.9	DLK1
ENSG00000214548.10	MEG3
ENSG00000197102.6	DYNC1H1
ENSG00000080824.14	HSP90AA1
ENSG00000198752.5	CDC42BPB
ENSG00000185215.4	TNFAIP2
ENSG00000100664.6	EIF5
ENSG00000075413.13	MARK3
ENSG00000166165.8	CKB
ENSG00000126214.16	KLC1
ENSG00000269958.1	RP11-73M18.8
ENSG00000100711.9	ZFYVE21
ENSG00000156411.5	C14orf2
ENSG00000203485.8	INF2
ENSG00000185100.6	ADSSL1
ENSG00000184990.8	SIVA1
ENSG00000142208.11	AKT1
ENSG00000099814.11	CEP170B
ENSG00000184887.9	BTBD6
ENSG00000179364.9	PACS2
ENSG00000182979.13	MTA1
ENSG00000182809.6	CRIP2
ENSG00000213145.5	CRIP1
ENSG00000211890.3	IGHA2
ENSG00000211892.2	IGHG4
ENSG00000211893.3	IGHG2
ENSG00000211895.3	IGHA1
ENSG00000211896.2	IGHG1
ENSG00000211897.3	IGHG3
ENSG00000211899.3	IGHM
ENSG00000211900.2	IGHJ6
ENSG00000242472.1	IGHJ5
ENSG00000240041.1	IGHJ4
ENSG00000242887.1	IGHJ3
ENSG00000211934.2	IGHV1-2
ENSG00000211938.2	IGHV3-7
ENSG00000211940.2	IGHV3-9
ENSG00000211945.2	IGHV1-18
ENSG00000211947.2	IGHV3-21
ENSG00000211949.2	IGHV3-23
ENSG00000211953.2	IGHV3-30
ENSG00000211959.2	IGHV4-39
ENSG00000211966.2	IGHV5-51
ENSG00000211973.2	IGHV1-69
ENSG00000068793.13	CYFIP1
ENSG00000140181.10	HERC2P2
ENSG00000182636.4	NDN
ENSG00000114062.13	UBE3A
ENSG00000104067.12	TJP1
ENSG00000169926.5	KLF13
ENSG00000166922.4	SCG5
ENSG00000166923.6	GREM1
ENSG00000134153.5	EMC7
ENSG00000128463.8	EMC4
ENSG00000182117.4	NOP10
ENSG00000176454.9	LPCAT4
ENSG00000175265.13	GOLGA8A
ENSG00000215252.7	GOLGA8B
ENSG00000159251.6	ACTC1
ENSG00000137801.9	THBS1
ENSG00000140319.6	SRP14
ENSG00000259330.1	LINC00984
ENSG00000188549.8	C15orf52
ENSG00000233041.4	PHGR1
ENSG00000128928.4	IVD
ENSG00000166145.10	SPINT1
ENSG00000104140.6	RHOV
ENSG00000187446.7	CHP1
ENSG00000137815.10	RTF1
ENSG00000243708.4	PLA2G4B
ENSG00000103966.5	EHD4
ENSG00000166887.11	VPS39
ENSG00000103978.11	TMEM87A
ENSG00000092529.18	CAPN3
